uuid,title,month,visits
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,July 2025,6
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,August 2025,6
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,September 2025,2
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,October 2025,9
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,November 2025,6
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,December 2025,0
6d48fb25-b8e8-4aae-b0b6-0ecaac021752,Effect of fruit and vegetable waste on anaerobic digestion using faecal sludge as primary feedstock,January 2026,0
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,July 2025,2
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,August 2025,1
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,September 2025,0
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,October 2025,0
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,November 2025,0
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,December 2025,0
703928a7-3e18-43ba-a235-dd712b4e5e26,The Cost of Plastics in Compost,January 2026,0
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",July 2025,3
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",August 2025,4
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",September 2025,0
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",October 2025,0
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",November 2025,2
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",December 2025,0
aaec84bb-f22c-47f3-8c34-0b06d9b45d76,"Technical Documentation: Design of an HDPE bottle collection and pre-cleaning system for recycling in Blantyre, Malawi",January 2026,2
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,July 2025,5
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,August 2025,2
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,September 2025,4
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,October 2025,2
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,November 2025,3
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,December 2025,1
a596fbe1-6cc4-45c3-9264-5040c42be141,Community-wide Waste Management System for Cape Maclear,January 2026,1
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,July 2025,10
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,August 2025,12
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,September 2025,3
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,October 2025,2
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,November 2025,1
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,December 2025,1
ab360f7a-7462-450b-9a69-1d2674e4f692,Design and Optimization of a Biogas Burner,January 2026,0
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",July 2025,1
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",August 2025,1
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",September 2025,0
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",October 2025,0
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",November 2025,0
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",December 2025,0
a8eaab0d-f98c-4520-8ac1-1f1e503b2171,"Pit emptying subsidy vouchers: a two-phased targeting and structuring experiment in Blantyre, Malawi",January 2026,0
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,July 2025,6
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,August 2025,6
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,September 2025,2
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,October 2025,14
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,November 2025,2
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,December 2025,0
9cc98b6a-9e90-4ebe-930d-190177a4a419,Expanding horizons: The pedagogical benefits of museum visits for engineering students,January 2026,0
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,July 2025,20
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,August 2025,5
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,September 2025,2
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,October 2025,2
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,November 2025,9
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,December 2025,1
9b6fa712-8963-4214-8964-5adb2ee3f833,Microcontroller Based Particulate Matter Monitors Utilising the Alphasense OPC-N3,January 2026,0
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,July 2025,9
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,August 2025,17
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,September 2025,7
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,October 2025,6
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,November 2025,6
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,December 2025,7
9b21ff8a-dccf-4ec4-830c-7fda5c19024c,Energy production of Black Soldier Fly Larvae: Measuring the temperature increase in air induced by Black Soldier Flies throughout their larval stages,January 2026,5
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,July 2025,1
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,August 2025,2
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,September 2025,0
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,October 2025,1
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,November 2025,0
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,December 2025,0
c42611e5-1104-4c8a-9e63-1f206d76f5a4,“Where does it go?”: Perceptions and problems of riverine and marine litter amongst South Africa and Malawi’s urban poor,January 2026,0
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,July 2025,13
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,August 2025,11
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,September 2025,11
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,October 2025,3
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,November 2025,3
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,December 2025,1
c5602fc8-2a30-4ca7-83bf-477d39c2fe2b,Solar Pasteurisation for Anaerobic Digestion Sludge,January 2026,0
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,July 2025,21
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,August 2025,5
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,September 2025,5
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,October 2025,4
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,November 2025,5
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,December 2025,3
c5abbe75-0a2c-432f-b36f-e19b23d4c2b0,Transforming Waste into Value: A Study on PET Recycling for Insulation Solutions in Malawi,January 2026,0
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",July 2025,0
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",August 2025,1
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",September 2025,0
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",October 2025,3
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",November 2025,0
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",December 2025,0
c3228596-df03-41af-b43c-59bcc35a2c36,"Becoming 'Swiss': waste management integration among Ethiopian and Eritrean migrants in Zürich, Switzerland",January 2026,0
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",July 2025,2
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",August 2025,5
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",September 2025,1
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",October 2025,0
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",November 2025,0
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",December 2025,0
c1abe288-ec08-425f-8021-cd30f78eb868,"Poverty, politics and plastic: Organic waste sorting in Blantyre's public markets",January 2026,0
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",July 2025,8
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",August 2025,3
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",September 2025,2
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",October 2025,2
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",November 2025,2
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",December 2025,0
ba1cec12-e0c4-439c-a0aa-f3b8544c552e,"Optimizing Municipal Solid Waste Management in Blantyre, Malawi using Mixed-Integer Linear Programming",January 2026,0
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,July 2025,0
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,August 2025,3
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,September 2025,0
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,October 2025,1
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,November 2025,0
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,December 2025,0
d15b8003-90ee-44a4-a748-97362b984c6a,Impact of sampling depth on pathogen detection in pit latrines,January 2026,0
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,July 2025,0
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,August 2025,4
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,September 2025,1
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,October 2025,0
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,November 2025,0
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,December 2025,0
d15fb226-6803-453d-b1f3-5bccd9687063,Investigating the Optimization Potential of Brick Clamps in Malawi,January 2026,0
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,July 2025,8
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,August 2025,3
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,September 2025,0
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,October 2025,0
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,November 2025,0
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,December 2025,2
d06a6b15-428e-411e-9c2e-e59c62ca71b1,Experimental Optimization of a Peristaltic Pump Prototype for Pit-Emptying,January 2026,2
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,July 2025,1
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,August 2025,1
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,September 2025,0
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,October 2025,0
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,November 2025,0
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,December 2025,0
d0c6af2e-64b8-4d23-88bc-1f7ff6f4cc27,From failure to fairness: A call for accountability within household biogas development,January 2026,0
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",July 2025,16
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",August 2025,19
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",September 2025,18
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",October 2025,10
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",November 2025,8
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",December 2025,12
d22e5787-9de7-4f16-8e86-a18fd0877111,"Development of a Low-Cost Incinerator in Cape Maclear, Malawi",January 2026,8
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,July 2025,18
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,August 2025,7
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,September 2025,3
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,October 2025,3
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,November 2025,7
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,December 2025,1
ec9f72c4-aedb-45ad-ac1a-ed92a4c7eee1,Inclusion of Malawian Youth in Higher Education,January 2026,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,July 2025,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,August 2025,1
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,September 2025,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,October 2025,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,November 2025,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,December 2025,0
ec94f0e8-6592-46bd-8bdb-912b53feb0d7,Financial and operational sustainability of a gravity-fed rural piped water supply system in Malawi,January 2026,0
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,July 2025,10
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,August 2025,6
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,September 2025,3
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,October 2025,7
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,November 2025,4
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,December 2025,5
e6b5c389-8960-4a69-a826-ee04924db8b8,Evaluation of the waste management system at the Züri Fäscht,January 2026,0
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",July 2025,12
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",August 2025,6
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",September 2025,2
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",October 2025,5
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",November 2025,6
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",December 2025,7
e6a591f5-0a52-4612-b7a4-8b44756a0fe6,"bcsa: Data for source-apportionment of light absorbing carbon in Blantyre, Malawi",January 2026,0
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,July 2025,5
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,August 2025,4
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,September 2025,0
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,October 2025,3
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,November 2025,1
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,December 2025,0
ddfa6070-6bed-4d26-a0da-4c167226024f,Data Logger for Remote Monitoring of Biogas,January 2026,1
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,July 2025,19
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,August 2025,16
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,September 2025,13
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,October 2025,23
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,November 2025,13
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,December 2025,12
ddb798d6-95ef-4ad7-9b44-72b60324cadd,Plastic separation - A review,January 2026,4
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,July 2025,1
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,August 2025,4
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,September 2025,1
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,October 2025,3
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,November 2025,5
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,December 2025,0
08ad9510-f5cd-404f-bfc4-0e9e57a5ecdb,Bin it - Design of an absorbent hygiene product waste collection model for informal settlements in South Africa,January 2026,0
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,July 2025,2
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,August 2025,5
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,September 2025,0
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,October 2025,0
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,November 2025,0
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,December 2025,0
11baf63e-91a3-467c-aba1-d432b89cf114,durbanplasticwaste: Durban (South Africa) Plastic Waste Data,January 2026,1
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",July 2025,0
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",August 2025,2
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",September 2025,2
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",October 2025,5
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",November 2025,4
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",December 2025,4
0b8ee29c-b8a8-4aa1-abfd-095162f3c9cf,"“I have just accepted it”: Hierarchies of Power and Healthcare Waste Management Practices in Blantyre, Malawi",January 2026,1
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,July 2025,17
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,August 2025,6
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,September 2025,10
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,October 2025,3
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,November 2025,5
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,December 2025,1
10e599fd-f5b8-43e3-af0c-395b4d689f25,Volumetric flow meter development for household scale biogas reactors,January 2026,1
0c5e25fd-9161-4280-b277-eeea523cf22c,Tipping aid for loading small trucks on waste collection tours,July 2025,56
0c5e25fd-9161-4280-b277-eeea523cf22c,Tipping aid for loading small trucks on waste collection tours,August 2025,11
0c5e25fd-9161-4280-b277-eeea523cf22c,Tipping aid for loading small trucks on waste collection tours,September 2025,2
